鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,10305,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,2000,,坡道平面,14.65,2000
苓雅區,車位,高雄市苓雅區新光路62巷1~30號,0.0,商,,,10304,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,1500,,坡道平面,12.65,1500
苓雅區,建物,高雄市苓雅區自強三路36巷1~30號,0.0,商,,,10305,土地0建物1車位0,三層,35,店面(店鋪),住商用,鋼筋混凝土造,0860421,161.98,2,2,3,有,有,有,16000,99,,0.0,0
苓雅區,建物,高雄市苓雅區新光路62巷1~30號,0.0,商,,,10304,土地0建物1車位0,二十一層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,137.59,3,2,2,有,有,無,10500,76,,0.0,0
苓雅區,建物,高雄市苓雅區高雄市苓雅區忠孝二路26巷1~30號,0.0,住,,,10304,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831003,21.32,2,1,1,有,無,有,11000,516,,0.0,0
苓雅區,建物,高雄市苓雅區六合路121~150號,0.0,住,,,10304,土地0建物1車位0,一層,7,店面(店鋪),,鋼筋混凝土造,0731218,30.67,0,0,0,有,無,無,16000,522,,0.0,0
苓雅區,房地(土地+建物),高雄市苓雅區廣東一街31~60號,90.0,住,,,10304,土地1建物1車位0,全,5,透天厝,,鋼筋混凝土造,0690830,126.91,0,0,0,無,無,無,16000,126,,0.0,0
苓雅區,建物,高雄市苓雅區三多三路181~210號,55.0,,,,10305,土地0建物1車位0,一層,5,店面(店鋪),,鋼筋混凝土加強磚造,0620321,191.61,0,0,0,無,無,無,30000,157,,0.0,0
三民區,房地(土地+建物),高雄市三民區陽明路43巷31~60號,584.83,住,,,10305,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690523,75.21,3,2,2,有,無,無,7000,93,,0.0,0
三民區,建物,高雄市三民區興昌街1~30號,0.0,,,,10305,土地0建物1車位0,見其他登記事項,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830309,245.25,5,2,3,有,無,有,17000,69,,0.0,0
鳳山區,建物,高雄市鳳山區高雄市鳳山區維新路91~120號,0.0,住,,,10305,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0690601,25.8,2,2,0,有,無,無,9000,349,,0.0,0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路1~30號,7.86,商,,,10304,土地1建物1車位2,十七層,28,辦公商業大樓,商業用,鋼筋混凝土造,0870714,189.12,5,0,2,有,有,無,28000,148,坡道平面,31.46,0
鼓山區,房地(土地+建物),高雄市鼓山區南屏路511~540號,11.59,商,,,10305,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940421,157.49,3,2,2,有,無,有,18500,117,,0.0,0
鼓山區,建物,高雄市鼓山區明誠三路691~720號,0.0,住,,,10304,土地0建物1車位3,一層,19,辦公商業大樓,商業用,鋼筋混凝土造,0971104,589.56,0,0,0,無,有,無,304800,517,坡道平面,0.0,4800
鼓山區,建物,高雄市鼓山區龍德路361~390號,1499.57,商,,,10305,土地0建物1車位0,一層,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0950602,145.04,1,0,0,無,無,有,48000,331,,0.0,0
