鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
尖石鄉,土地,義興段義興小段811~840地號,3640.0,,山坡地保育區,林業用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,283920,78,,0.0,0
寶山鄉,房地(土地+建物),新竹縣寶山鄉彤雲街147巷91~120號,32.01,,山坡地保育區,丙種建築用地,10304,土地2建物1車位0,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831126,127.02000000000001,3,2,2,有,無,2710000,21335,,0.0,0
寶山鄉,土地,雙峰段61~90地號,1289.65,,山坡地保育區,交通用地,10304,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9800000,7599,,0.0,0
竹東鎮,房地(土地+建物),新竹縣竹東鎮榮樂街42巷1~30號,44.67,住,,,10304,土地1建物2車位0,三層,003,公寓(5樓含以下無電梯),住家用,加強磚造,0590701,93.82,2,2,2,有,無,1980000,21104,,0.0,0
竹北市,房地(土地+建物),新竹縣竹北市隘口六街31~60號,9.28,住,,,10304,土地1建物2車位0,八層,009,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0970609,37.94,2,1,1,有,有,3230000,85134,,0.0,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明六路東二段361~390號,40.57,住,,,10301,土地1建物1車位2,十二層,017,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020516,269.21000000000004,2,2,1,有,有,31000000,136565,坡道平面,64.18,3000000
竹北市,土地,貓兒錠段山腳小段1171~1200地號,1946.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10860000,5581,,0.0,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家五路一段241~270號,26.14,住,,,10304,土地1建物1車位1,十一層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001202,171.20999999999998,3,2,2,有,有,10850000,63372,坡道平面,0.0,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市成功十二街31~60號,48.39,住,,,10304,土地1建物1車位2,十一層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020513,304.63,4,2,2,有,無,23206000,76178,坡道平面,0.0,0
竹北市,房地(土地+建物),新竹縣竹北市嘉勤南路91~120號,21.94,住,,,10304,土地1建物1車位0,二層,006,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1010111,80.72,2,1,2,有,有,6580000,81516,,0.0,0
